date,content
2023-03-29 19:22:56+00:00,จริงๆ น้องเป็นนกขมิ้นนะ ที่มีผมทรงนี้คือเป็นธรรมชาติของน้องเลย ตามสายพันธุ์ Crested Canary น้องร้องเพลงเพราะมาก แต่มองไปมองมาไม่รู้บังเอิญหรือยังไง แต่เหมือนดากะไม่ไหว เจี๊ยบเอ๊ยยย
2023-03-29 19:21:50+00:00,@koiaeykoijai แมวส้มไหลลงบันได
2023-03-29 19:21:50+00:00,ตัวอย่างของคนรวยที่ไม่มีสมอง ผลจากการที่ถูกสภาพแวดล้อมหล่อหลอมให้เป็นแบบนี้ เห็นได้ว่าน่าจะใช้เงินเพื่อแก้และทำเกือบทุกอย่าง
2023-03-29 19:19:08+00:00,"@mad8lhs ลิ้นกับฟัน พบกันทีไรก็เรื่องใหญ่
น้ำกับไฟ ถ้าไกลกันได้ก็ดี
หมากับแมว มาเจอกัน สู้กันทุกที
ต่างไม่เคยมีวิธีจะพูดจา
นกกิ้งโครง โผลงลงมาเกาะกรงนกเอี้ยง
อ้อยอี๋เอียง เถียงกันตลอดเวลา
เสือกับสิงห์ ก็ข่มกันขอเป็นเจ้าป่า
ต่างไม่ยอม จะพูดจาตกลงกัน"
2023-03-29 19:18:03+00:00,"ไม่เชื่ออย่าลบหลู่ นกจุ๊เม๊าะมีอยู่จริง ส่วนใหญ่พบได้ตามร้านกะเต๋ว 
#DacapoARP #DacaMeme https://t.co/1q4wo0cbWU"
2023-03-29 19:17:09+00:00,มูฟออนจากคุณเธอขายังไง แม่ประโปรงสุ่ม  โอ้ทารก https://t.co/EBWgULkljG
2023-03-29 19:16:43+00:00,@miw_liverpool ทักมาสิคะ
2023-03-29 19:15:18+00:00,"@meslot365 @getbet78x #BETBET88 แจกเครดิตฟรี
📣 ใครที่กำลังมองหาทุนฟรีอยู่ 🎁
💜 เราแจกเครดิตฟรีให้ทำทุน 50.00บ.
💰 ไม่ต้องฝากก่อน ถอนได้ทันที !!
👉 ลิงค์รับ : https://t.co/sbknQot4TY
📲รับได้ทุกยูส ไม่มีเงื่อนไข เล่นได้ทุกค่าย"
2023-03-29 19:14:14+00:00,reels มีเเต่สอนกรีดอายไลเนอร์ ไม่ดู ไม่ทำไม่พยายาม
2023-03-29 19:11:23+00:00,@kadeart รีบแค่ไหนก็ไม่ขาดอาหารเช้า = ของหวานๆ จริงๆค่ะคฮ ร่างกายขับเคลื่อนด้วยน้ำตาล🥺💓💕 เฮ้ออยากไปอยู่คิวชูจะได้เก็บภาพฮีโร่นัมเบอร์ทูทุกวันเลย//ชูกล้องถ่ายนก https://t.co/zeR64bPtyI
2023-03-29 19:11:06+00:00,ตอนแรกเห็นจางดงยุนใน  nokdu ละเฉย ๆ ยังไม่ถูกจริต แต่ไปถูกจริตตอนเขาเล่น Project wolf hunting 555555 พอตามไปดูนกดูก็เลยชอบเลยทีนี้ เล่นเหมือนมาก
2023-03-29 19:11:04+00:00,แด่โมเมนต์นายหลิววันนี้ https://t.co/P7bd66sDSZ
2023-03-29 19:11:02+00:00,"เวลาดีเวลาเดิม  ไปค่ะนั่งร้องไห้เหมือนเดิม 

☝🏻 https://t.co/9rXtjssAMK https://t.co/NSuEJPyZ95"
2023-03-29 19:10:02+00:00,น่าสงสารอ่ะไม่มีคนกวนจนนอนไม่หลับ555 https://t.co/Yd9vJDo6Yv
2023-03-29 19:08:07+00:00,@16cherz_ ปวดหัวเลย นึกภาพวันพรุ่งนี้ไม่ออกเลย🥹
2023-03-29 19:07:48+00:00,ไอ่พีตอนมองนก https://t.co/RdWBexJ3Xb
2023-03-29 19:07:41+00:00,พอละวันนี้ฉันจะหลงฟอสเกินไป ไว้พรุ่งนี้ 10 โมงมาไถใหม่5555555555
2023-03-29 19:07:02+00:00,ดวงอาทิตย์ดวงน้อยๆ ของน้องหลิว จะคอยปกป้อง ดูแลน้องหลิวเสมอ ☀️ #นายหลิว https://t.co/Vq2zo3Zb94
2023-03-29 19:06:06+00:00,อิสัสเล่นไม่รู้เวล่ำเวลา
2023-03-29 19:05:36+00:00,BKR 🦉🐈‍⬛ (นี่นกฮูกหรือหมาหงิง) https://t.co/BkHRcy1PuG
2023-03-29 19:05:22+00:00,แว้บแรกมองเป็นครุฑยุดนาคอ่ะเอ้า ถถถถ หรือจะมองเป็นนกอินทรีจิกงูอยู่บนต้นตะบองเพชรก็ได้ 55555
2023-03-29 19:02:16+00:00,คืนนี้กุไปเรื่อยมาก ฤทธิ์ฟุกุ เหมือนกินยาม้า กลัว
2023-03-29 19:01:55+00:00,หาคลาสเรียนด่วนชั้นไม่เข้าใจภาษานก💀
2023-03-29 18:59:54+00:00,"นกแก้วร้องเพลง ของเล่นกรงนกร้องเพลง สําหรับเด็ก นกกรงมีเสียงนกร้องMS9683(RLP) TRXZ7GQ

https://t.co/W572yfGrGo https://t.co/LWe6dzgdAt"
2023-03-29 18:59:37+00:00,ตอแหลสัสๆ พวกนกหลายหัว รีๆ
2023-03-29 18:59:21+00:00,ที่โอเคหน่อยก็น่าจะตัวเอกใหม่กับนกฮูก แต่แบบมันก็ไม่ได้สวยขนาดนั้นอะ 😂 ของน้องผมขาวที่คาร์ดีไซน์ดูเข้าตาสุดคือโซโคเกคิเห็นแล้วนึกถึงคาสุมิเลย
2023-03-29 18:57:41+00:00,"ขนาดน้ำหอมยังรู้เลยค่ะว่าควรทำตัวยังไงถ้าอยู่กับอาจารย์ 😔🤌

#KrakenClass #KrakenLust https://t.co/ujal0BocmU"
2023-03-29 18:57:06+00:00,@jluvukiuki ทุบนกฟ้าด่วนด่วน ทำงี้ได้ไงง
2023-03-29 18:56:40+00:00,แอคเหลือเยอะมาก อยากกรี๊ด เซ็ตหลุดพอทำใจ ไลค์หลุดร้องนะ🥹
2023-03-29 18:56:13+00:00,ห่ะข้าวตังมาไลฟหรอนกสกสกฟกก ไม่ทันจ่ะจบ😭🥲
2023-03-29 18:55:21+00:00,ของฉันรอบสงกรานต์ไปโซนกลางๆแบบคัปปาโดเกียคือร้อนชิบหายแบบถามตัวเองหนีแดดไทยมาเจอแดดตุรกีอีกเหรอ แต่อิสตันบูลคือเย็นค่า อากาศใบไม้ผลิยุโรปที่แท้ มีแดดแต่เย็น มีลมด้วย
2023-03-29 18:53:11+00:00,@quarkht เลยหย๋อพะบุ คถนะ ส่งข่าวมาทางนกพิราบที
2023-03-29 18:53:04+00:00,ความประทับใจนึงที่ไปฟิลด์ทริปดูนกคืออาหารอร่อย แบบอร่อยทุกมื้อเลย มันดีมันเริ่ด ปาทับจัยสุดๆๆ
2023-03-29 18:52:54+00:00,"หาคนสกินชิฟนอนกอดฮับบบ
#เมคเฟรนกัน #นัดเย็ดกทม #สาวสองนัดเย็ด #fwbกทม #นัดเย็ดพระราม4 #นัดเย็ดอโศก https://t.co/X5l5JrBfKh"
2023-03-29 18:52:50+00:00,ติ๊กกะต่อกหยุดทำให้เราเป็นแมวหมวยเดี๋ยวนี้ 🥹🥹🥹🥹🥹
2023-03-29 18:51:26+00:00,อาร์มี่ทุกคนอย่าลืมนะคะว่าบังทันมีแค่อาร์มี่ แล้วถ้าเราไม่สตรีมแล้วใครจะสตรีมให้บังทันคะ แค่เปิดทิ้งไว้ก็ได้ค่ะ แต่ทุกคนศิลปินตั้งใจทำอัลบั้มออกมาให้พวกเรามากๆเลยนะคะ เราจะไม่สนใจน้องจริงๆหรอ🥹 #มาสเตอร์เชฟอาร์มี่
2023-03-29 18:51:05+00:00,เจนนี่ รัชนก เปลี่ยนลุค https://t.co/E2UtCVPBLc
2023-03-29 18:51:01+00:00,เจนนี่ รัชนก เปลี่ยนลุค https://t.co/jTcZAuraf2
2023-03-29 18:50:57+00:00,เจนนี่ รัชนก เปลี่ยนลุค https://t.co/Q8Ujj5oIaA
2023-03-29 18:50:56+00:00,เห้ย หวัดดีเราด้อมนกอีก๋อยนะ เออเริ่ด5534445665754
2023-03-29 18:50:53+00:00,เจนนี่ รัชนก เปลี่ยนลุค https://t.co/N4iOgUVfGf
2023-03-29 18:50:38+00:00,เจนนี่ รัชนก เปลี่ยนลุค https://t.co/U2dD23Bb2q
2023-03-29 18:50:26+00:00,"@s_nailk ต่อ(4)
ถึงจะเป็นมัมหมาของเจ้าบาแบ๊ะบาเบลแต่ก็รักเจี๊ยบเหมือนกันเป็นจุ๊เม๊าะด้วย  วันนี้แอบตั้งใจเรียนภาษานกสุดๆ ใครผ่านมาอ่านก็ขอบคุณที่อ่านหมดนะครับ จิ๊บเม๊าะ ฮ่าๆ ติดตามงานวาดfaได้ในทวิตนี้เลย อันนี้แถมครับ/// 
( จริงๆปัก2โพ2ใจ แต่โพนี้แซ่บดีหาลูกเรือครับ ) https://t.co/IHql1cuxza"
2023-03-29 18:48:05+00:00,วิชาดูนกทำให้มีแอนด์เฟรนด์เปลี่ยนไป จากปกติเดินเจอนกก็เฉยๆอ่อนก ทุกวันนี้เวลาเจอคือจะถามกันตลอดว่านี่นกไร เสียงนกไร ขอดีคือช่างสังเกตมากขึ้น
2023-03-29 18:48:02+00:00,"5รอบนี้เป็นรอบที่2แล้วนะคะ
ใครยังไม่ได้รับรีบเลย เครดิตฟรี
รับ 80 บาทกันเลยทีเดียว
รับเองที่ : https://t.co/QU4NVCp4AC ⬅️
💵แจกตลอด 24 ชม.💵
ทักหาแอดมินกดรับได้เลย
#PGSPIN99BET #เครดิตฟรี
#เครดิตฟรีล่าสุด #เครดิตฟรี80 https://t.co/iEEYsAl57S"
2023-03-29 18:47:56+00:00,"- ชอบมั้ยชอบ ว่าแต่นิ้วยาวแล้วทำไรได้บ้างล่ะหืม

- ยังเลยค่ะ มีแต่คนชมไม่เห็นจะมีคนกล้า https://t.co/U0dj0C8JmH"
2023-03-29 18:47:52+00:00,"4รอบนี้เป็นรอบที่2แล้วนะคะ
ใครยังไม่ได้รับรีบเลย เครดิตฟรี
รับ 80 บาทกันเลยทีเดียว
รับเองที่ : https://t.co/QU4NVCp4AC ⬅️
💵แจกตลอด 24 ชม.💵
ทักหาแอดมินกดรับได้เลย
#PGSPIN99BET #เครดิตฟรี
#เครดิตฟรีล่าสุด #เครดิตฟรี80 https://t.co/m98yZWtf0a"
2023-03-29 18:47:40+00:00,"3รอบนี้เป็นรอบที่2แล้วนะคะ
ใครยังไม่ได้รับรีบเลย เครดิตฟรี
รับ 80 บาทกันเลยทีเดียว
รับเองที่ : https://t.co/QU4NVCp4AC ⬅️
💵แจกตลอด 24 ชม.💵
ทักหาแอดมินกดรับได้เลย
#PGSPIN99BET #เครดิตฟรี
#เครดิตฟรีล่าสุด #เครดิตฟรี80 https://t.co/DdPUeEcahM"
2023-03-29 18:47:10+00:00,@LEEAVALYN หงิงงง มานอนกอดเค้าทุกวันเลยน้าๆๆๆ
2023-03-29 18:46:59+00:00,"2รอบนี้เป็นรอบที่2แล้วนะคะ
ใครยังไม่ได้รับรีบเลย เครดิตฟรี
รับ 80 บาทกันเลยทีเดียว
รับเองที่ : https://t.co/QU4NVCp4AC ⬅️
💵แจกตลอด 24 ชม.💵
ทักหาแอดมินกดรับได้เลย
#PGSPIN99BET #เครดิตฟรี
#เครดิตฟรีล่าสุด #เครดิตฟรี80 https://t.co/GXc88TSsWz"
2023-03-29 18:46:30+00:00,เมาอยากมีคนกอดดด #นัดเย็ดกทม #นัดเย็ดบางเขน #นัดเย็ดพหลโยธิน #นัดเย็ดเกษตร
2023-03-29 18:46:30+00:00,@kkkk__korn หวัดดีเราคือนกอีก๋อย มาเร้ว นกอีก๋อย ฉันเปนนักสำรวจป่า
2023-03-29 18:45:37+00:00,@kkkk__korn สวัสดี เราเป็นนกอิก๋อยนะ53638829292991919191991919
2023-03-29 18:44:09+00:00,@seungyounzversq นินกอดตุ้กตาอยู่งายยย
2023-03-29 18:43:49+00:00,อยากไปให้อาหารปลาอีก อยากเอานส.ไปนั่งอ่านที่สวนเรยง่ะ ดีมาก สงบสุด ๆ ยกเว้นแก๊งนกพิราบ วุ่นวายมาก😭 ดิชั้นจะทำอย่างไรได้ นี่แบบ บ่นนกว่าอย่ามายุ่งด้วยน้ำเสียงหงุดหงิดมาก ละสภาพก็เยิน ๆ หัวยุ่ง ๆ พึ่งสอบเสดง่ะ พูดคนเดียวเหมือนคนบ้าเลยกุ🫠
2023-03-29 18:42:47+00:00,ตอนนี้อยากหอน สอนภาษานกแต่กุอยากหอน งงมาก หอนได้ไหม เขิน
2023-03-29 18:42:01+00:00,น้ำชอบพี่โชน ชอบมานานแล้ว น้ำทำทุกอย่างเปลี่ยนแปลงตัวเองก็เพื่อพี่ น้ำเข้าคอร์สจารย์เจี๊ยบ ฝึกพูดภาษานกก็เพื่อพี่ แต่สิ่งที่น้ำควรจะทำมานานคือบอกพี่ ว่าน้ำชอบพี่ค่ะ https://t.co/DlzjIt6qh2
2023-03-29 18:41:43+00:00,แล้วเขามาทำให้แตกตื่นหลังเที่ยงคืนอีกแล้ว เมื่อไหร่กุจะกลายร่างเป็นนกฮูกใช้ชีวิตกลางคืนสู้เขาให้มันจบๆไป
2023-03-29 18:41:28+00:00,"ขอขอบคุณทุกคำอวยพรเลยนะคะ 🥹
ไม่เคยได้คำอวยพรเยอะขนาดนี้มาก่อนเลยค่ะ เราดีใจมาก ขอให้เป็นปีที่ดีสำหรับทุกเช่นกันนะคะ 💕"
2023-03-29 18:41:05+00:00,ถ้าลงกอว.แล้วนกจะเสียใจมากบอกแค่นี้
2023-03-29 18:40:03+00:00,"ขอโทษที่มาช้านะคะ
ประกาศผลผู้โชคดีนะคะ
@sw_pow  ทัก DM หาเราได้เลยนะคะ 💕
ให้เวลาถึง 12.00 นะคะ 🫶🏻
แล้วเราจะสุ่มคนใหม่นะคะ https://t.co/YiZMLn15iK"
2023-03-29 18:39:04+00:00,@cyfy0412 ขอคำอธิบายด้วย...
2023-03-29 18:38:38+00:00,อีโมชั่นนอลดาเมจยามค่ำสวัสดีคั้บน้องไห้แงๆกะทรอม่าอดีตตึงๆฉบับสาวน้อยนักล่าปริญญา
2023-03-29 18:38:02+00:00,รบกวนจุ๊กกรู้ของวิลเลี่ยมกับนกอีก๋อยของกรไปอยู่ด้วยกันเลยค่ะ
2023-03-29 18:37:58+00:00,โซเชียลดีท้อกสักวันสองวันคงดี ไม่ไหวแล้ว /ปิด
2023-03-29 18:37:49+00:00,เราเล่าาาวันนี้เราแกะการ์ดที่ไปซื้อมาจากตต. ที่เค้าจะแกะการ์ดในไลฟ์เลยอ่าาา คือแบบเราอยากได้แจมๆใช่มั้ยยย เราดูราวเลาและะคนข้างหน้าเราเปิดได้แจมๆเย้อะแม้กกก เราเลยกดเลออ ร้านนี้แหละเราได้แน่ สรุปนกเมนนน53535555555 แล้วคนข้างหลังที่เค้าแกะต่อจากเราเค้าได้แจมๆ ไมเราไม่ได้้้😭😭😭😭 https://t.co/jnTjwJq8Qj
2023-03-29 18:37:38+00:00,แกฟังนะจะว่าฉันเป็นมัมหมีดองทงก็ได้แต่อยากมีแฟนเป็นบอสกันต์ เอาใจเก่งมากไม่ไหว ฮื่ออฮุหฮึก
2023-03-29 18:37:14+00:00,แต่ความจริงน้องเพนกวินน่าสงมากเลยนะ บางตัวถ้าหลงหาแม่ไม่เจอก็คือจบเลยอ่ะ เคยดูสารคดีจำได้แค่ลางๆ🥹
2023-03-29 18:36:48+00:00,@cchawc นกอยู่ข้างพี่ตา https://t.co/KHSgAzYrlm
2023-03-29 18:36:44+00:00,พน.สอบตัวสุดท้ายแล้วว เยย่
2023-03-29 18:36:13+00:00,นกครัช😭😭😭
2023-03-29 18:35:40+00:00,นกที่ยังไม่นอนคือนกที่ทันไลฟ์😭😭😭😭😭😭😭😭
2023-03-29 18:35:29+00:00,@job0050 เเอดมินบริการดี
2023-03-29 18:35:02+00:00,วันนี้คยูหล่อจริงๆ เท่มาก ยิ่งออลแบล็คอีก จะเป็นลมทุกครั้งที่จอฉายหน้าเธอ
2023-03-29 18:34:43+00:00,มึงกุให้เพื่อนเปิดไพ่ดูดวงให้ มันบอกเราจะไม่นกบัตรคอนพี่ก้าว่ะ55555555555555
2023-03-29 18:34:21+00:00,@job0050 เเอดมินบริการดี
2023-03-29 18:34:01+00:00,กลัวนกอะร้องไห้แล้ว อุแว้้้้้้้
2023-03-29 18:32:18+00:00,ก็ผู้ชายร่านจริงๆ
2023-03-29 18:32:17+00:00,@pimdur นปจต
2023-03-29 18:32:16+00:00,เหมือนจริงๆ นายจะถือของให้ เอาแขนกันคนให้ คอยเปิดทางให้มาตลอดจนใกล้ถึงรถป่ะ แล้วถึงขอให้ช่วยถือของ เพราะน่าจะต้องใช้มือทำอย่างอื่น ซึ่งของกินอันนั้นดูแล้วไม่พ้นของน้องหลิวกับโม่แหละ 😂 พี่กรชิตแบบตะโกน
2023-03-29 18:31:57+00:00,พี่นกเก่งมากกก อยากจะบอกว่าภูมิใจและดีใจมากที่ได้เป็นแฟนคลับพี่นกนะคะ🥹✨💖 https://t.co/Ybwny8iBMz
2023-03-29 18:31:24+00:00,@happieboooo ช่ายยยยย ยุนกยูเบยคุมปอยยยยย
2023-03-29 18:30:43+00:00,"ขายค่า wts 

การ์ด จองฮัน เอสคุปส์ จุน อูจี มินกยู ซอกมิน  ซึงกวาน เวอร์น่อน ดีโน่

ราคาตามภาพ 📮ค่าส่ง30.-

‼️ขอคนไม่ซีเรียสตำหนินะคะ‼️

สนใจdmค่า🙇🏻‍♀️🙏🏻#ตลาดนัดสวนแครอท #ตลาดนัดseventeen #ตลาดนัดสวนเเครอท https://t.co/xgrBJWcrAh"
2023-03-29 18:30:33+00:00,เราจะไม่ยอมให้มินกยูส่งจุ๊บหายไป https://t.co/RGZLYrWSx7
2023-03-29 18:30:09+00:00,"ไม่ได้อะไรกับบ้านนกฮูกเลย นั่งดูเพลินๆจนกระทั่งคุณเรน❤️❤️❤️❤️❤️❤️

เบนเนส หัวใจ ค้างคาวพายุฝน"
2023-03-29 18:29:28+00:00,"ขายการ์ดเหมากองหมดนี้ 290รวมส่งค้าบ
ขายแยกราคานี้คับ
- พี่ชูก้า บั้มproof 1ใบ 170รส.
- การ์ดseventeen บั้มface the sun มินกยู the8 เวอร์นอน อูจี ทั้งหมด4ใบ130 รส. 
-รวม5ใบทั้งหมด290รวมส่ง 
ช่วยซื้อหน่อยค้าบ🙏🏻🥹
#ตลาดนัดรถไฟบังทัน #ตลาดนัดบังทัน #ตลาดนัดสวนเเครอท #ตลาดนัดseventeen https://t.co/1r2gHrDYkM"
2023-03-29 18:29:08+00:00,"♡ ยังไม่ดีล / ดีลเกาหลี ꒰ 🇰🇷 ꒱
*not my pic* 
💸 1,682฿
* ราคาเฉพาะค่าสินค้าเท่านั้น *
#ตลาดนัดสวนแครอท
มินกยู carat zone caratland https://t.co/tzuLW0sCr4"
2023-03-29 18:27:18+00:00,"- ไม่เป็นนกพิราบส่งข่าว(การบอกคนอื่นว่าอีกคนกำลังจะทำอะไรอยู่สอดคล้องกับข้อแรก) 
- หากเจอสแปม/ข้อความไม่พึงประสงค์ควรรายงานโดยไม่ต้องมีการส่งข้อความว่ามีการสแปม เพราะจะเป็นการสแปมข้อความเหมือนกัน
- การโดเนท/ซุปเปอร์แชท/สตรีมแลปส์เป็นการให้โดยไม่มีเจตนากดดันอื่นๆแอบแฝง"
2023-03-29 18:26:07+00:00,@BunyaratwanitB น่าจะมีใครไปหมายตาเยอะอยู่ค่ามัมหมี แต่คงนกทุกคน😂
2023-03-29 18:25:50+00:00,@ppeartks แพรอย่าให้ความหวังชั้นนนนนกรี้ดดดดด
2023-03-29 18:25:18+00:00,อย่างที่คำเค้าว่า พี่บ่นแพง สุดท้ายก็เห็นพี่ซื้ออยู่ดี //อยากเล่นสงกรานต์กับน้องจัด ไป-กลับ นกแอร์ด้วยนะ 55555555 customer royalty ขนาดไหน 🫰 https://t.co/rFpRh2ubU6
2023-03-29 18:24:49+00:00,@miminpizza อยากแซวว่าเสื้อดำคู่ แต่พอดีนึกได้ว่ากระเป๋าที่น้องหลิวสะพายเป็นของนายแลงกว่าเสื้ออีกค่ะ 🤭
2023-03-29 18:24:39+00:00,@twgppp ร้อยพันเรืีองแต่ชอบมาจบเรื่องตลก
2023-03-29 18:24:27+00:00,ขอให้ต้าเป็นเหมือนนก ที่มีอิสระ และบินได้สูงและไกลกว่านี้นะครับ // หวังว่าจะได้เจอกันวันที่ 22/4 นี้นะครับ 🤍💯 #taratiwat #Tarayessir  #FeedYlympicfanmeetXTarBom https://t.co/BK4wo9Ryjl
